office,district,candidate,party,precinct,votes,absentee_votes
U.S. House,1,David N. Cicilline,D,North Providence 2416,1143,498
U.S. House,1,David N. Cicilline,D,North Providence Limited,0,0
U.S. House,1,David N. Cicilline,D,North Smithfield 2501,823,340
U.S. House,1,David N. Cicilline,D,North Smithfield 2502,922,394
U.S. House,1,David N. Cicilline,D,North Smithfield 2503,783,273
U.S. House,1,David N. Cicilline,D,North Smithfield 2504,772,374
U.S. House,1,David N. Cicilline,D,North Smithfield 2505,408,212
U.S. House,1,David N. Cicilline,D,North Smithfield Limited,1,0
U.S. House,1,David N. Cicilline,D,Pawtucket 2601,269,62
U.S. House,1,David N. Cicilline,D,Pawtucket 2602,608,150
U.S. House,1,David N. Cicilline,D,Pawtucket 2603,1202,437
U.S. House,1,David N. Cicilline,D,Pawtucket 2604,613,225
U.S. House,1,David N. Cicilline,D,Pawtucket 2605,408,92
U.S. House,1,David N. Cicilline,D,Pawtucket 2606,490,143
U.S. House,1,David N. Cicilline,D,Pawtucket 2607,1463,701
U.S. House,1,David N. Cicilline,D,Pawtucket 2608,1221,579
U.S. House,1,David N. Cicilline,D,Pawtucket 2609,175,65
U.S. House,1,David N. Cicilline,D,Pawtucket 2610,117,24
U.S. House,1,David N. Cicilline,D,Pawtucket 2611,534,199
U.S. House,1,David N. Cicilline,D,Pawtucket 2612,719,250
U.S. House,1,David N. Cicilline,D,Pawtucket 2613,898,322
U.S. House,1,David N. Cicilline,D,Pawtucket 2614,865,263
U.S. House,1,David N. Cicilline,D,Pawtucket 2615,364,86
U.S. House,1,David N. Cicilline,D,Pawtucket 2616,182,55
U.S. House,1,David N. Cicilline,D,Pawtucket 2617,226,74
U.S. House,1,David N. Cicilline,D,Pawtucket 2618,1202,504
U.S. House,1,David N. Cicilline,D,Pawtucket 2619,633,255
U.S. House,1,David N. Cicilline,D,Pawtucket 2620,1236,468
U.S. House,1,David N. Cicilline,D,Pawtucket 2621,341,131
U.S. House,1,David N. Cicilline,D,Pawtucket 2622,192,70
U.S. House,1,David N. Cicilline,D,Pawtucket 2623,298,104
U.S. House,1,David N. Cicilline,D,Pawtucket 2624,311,127
U.S. House,1,David N. Cicilline,D,Pawtucket 2625,326,92
U.S. House,1,David N. Cicilline,D,Pawtucket 2626,122,25
U.S. House,1,David N. Cicilline,D,Pawtucket 2627,709,261
U.S. House,1,David N. Cicilline,D,Pawtucket 2628,938,430
U.S. House,1,David N. Cicilline,D,Pawtucket 2629,1300,552
U.S. House,1,David N. Cicilline,D,Pawtucket 2630,100,31
U.S. House,1,David N. Cicilline,D,Pawtucket 2631,523,183
U.S. House,1,David N. Cicilline,D,Pawtucket Limited,6,0
U.S. House,1,David N. Cicilline,D,Portsmouth 2701,74,34
U.S. House,1,David N. Cicilline,D,Portsmouth 2702,185,86
U.S. House,1,David N. Cicilline,D,Portsmouth 2703,1067,502
U.S. House,1,David N. Cicilline,D,Portsmouth 2704,1490,656
U.S. House,1,David N. Cicilline,D,Portsmouth 2705,454,237
U.S. House,1,David N. Cicilline,D,Portsmouth 2706,443,206
U.S. House,1,David N. Cicilline,D,Portsmouth 2707,1415,649
U.S. House,1,David N. Cicilline,D,Portsmouth 2708,1535,788
U.S. House,1,David N. Cicilline,D,Portsmouth Limited,4,0
U.S. House,1,David N. Cicilline,D,Providence 2801,102,34
U.S. House,1,David N. Cicilline,D,Providence 2802,201,95
U.S. House,1,David N. Cicilline,D,Providence 2803,1321,757
U.S. House,1,David N. Cicilline,D,Providence 2804,228,104
U.S. House,1,David N. Cicilline,D,Providence 2805,1695,987
U.S. House,1,David N. Cicilline,D,Providence 2806,119,61
U.S. House,1,David N. Cicilline,D,Providence 2807,3,0
U.S. House,1,David N. Cicilline,D,Providence 2808,1127,610
U.S. House,1,David N. Cicilline,D,Providence 2809,1366,615
U.S. House,1,David N. Cicilline,D,Providence 2810,95,55
U.S. House,1,David N. Cicilline,D,Providence 2811,854,164
U.S. House,1,David N. Cicilline,D,Providence 2812,881,214
U.S. House,1,David N. Cicilline,D,Providence 2813,620,139
U.S. House,1,David N. Cicilline,D,Providence 2814,452,141
U.S. House,1,David N. Cicilline,D,Providence 2815,969,653
U.S. House,1,David N. Cicilline,D,Providence 2816,1877,1137
U.S. House,1,David N. Cicilline,D,Providence 2817,1927,1107
U.S. House,1,David N. Cicilline,D,Providence 2818,1171,498
U.S. House,1,David N. Cicilline,D,Providence 2819,1155,408
U.S. House,1,David N. Cicilline,D,Providence 2820,151,59
U.S. House,1,David N. Cicilline,D,Providence 2821,795,232
U.S. House,1,David N. Cicilline,D,Providence 2822,247,57
U.S. House,1,David N. Cicilline,D,Providence 2823,977,314
U.S. House,1,David N. Cicilline,D,Providence 2824,1257,358
U.S. House,1,David N. Cicilline,D,Providence 2825,168,34
U.S. House,1,David N. Cicilline,D,Providence 2826,944,290
U.S. House,1,David N. Cicilline,D,Providence 2827,988,273
U.S. House,1,David N. Cicilline,D,Providence 2828,742,197
U.S. House,1,David N. Cicilline,D,Providence 2829,830,223
U.S. House,1,David N. Cicilline,D,Providence 2830,59,20
U.S. House,1,David N. Cicilline,D,Providence 2831,742,184
U.S. House,1,David N. Cicilline,D,Providence 2832,994,218
U.S. House,1,David N. Cicilline,D,Providence 2833,487,104
U.S. House,1,David N. Cicilline,D,Providence 2834,215,50
U.S. House,1,David N. Cicilline,D,Providence 2879,615,137
U.S. House,1,David N. Cicilline,D,Providence 2880,722,271
U.S. House,1,David N. Cicilline,D,Providence Limited 1,1,1
U.S. House,1,David N. Cicilline,D,Smithfield 3101,1021,424
U.S. House,1,David N. Cicilline,D,Smithfield 3102,937,390
U.S. House,1,David N. Cicilline,D,Smithfield 3103,983,420
U.S. House,1,David N. Cicilline,D,Smithfield 3104,1105,499
U.S. House,1,David N. Cicilline,D,Smithfield 3105,1028,523
U.S. House,1,David N. Cicilline,D,Smithfield 3106,942,390
U.S. House,1,David N. Cicilline,D,Smithfield Limited,0,0
U.S. House,1,David N. Cicilline,D,Tiverton 3301,1042,495
U.S. House,1,David N. Cicilline,D,Tiverton 3302,983,440
U.S. House,1,David N. Cicilline,D,Tiverton 3303,597,309
U.S. House,1,David N. Cicilline,D,Tiverton 3304,752,357
U.S. House,1,David N. Cicilline,D,Tiverton 3305,182,66
U.S. House,1,David N. Cicilline,D,Tiverton 3306,930,382
U.S. House,1,David N. Cicilline,D,Tiverton 3307,738,348
U.S. House,1,David N. Cicilline,D,Tiverton Limited,5,0
U.S. House,1,David N. Cicilline,D,Warren 3401,981,438
U.S. House,1,David N. Cicilline,D,Warren 3402,1161,564
U.S. House,1,David N. Cicilline,D,Warren 3403,1482,766
U.S. House,1,David N. Cicilline,D,Warren Limited,0,0
U.S. House,1,David N. Cicilline,D,Woonsocket 3901,172,46
U.S. House,1,David N. Cicilline,D,Woonsocket 3902,487,199
U.S. House,1,David N. Cicilline,D,Woonsocket 3903,347,108
U.S. House,1,David N. Cicilline,D,Woonsocket 3904,787,278
U.S. House,1,David N. Cicilline,D,Woonsocket 3905,706,209
U.S. House,1,David N. Cicilline,D,Woonsocket 3906,643,237
U.S. House,1,David N. Cicilline,D,Woonsocket 3907,812,279
U.S. House,1,David N. Cicilline,D,Woonsocket 3908,704,283
U.S. House,1,David N. Cicilline,D,Woonsocket 3909,957,369
U.S. House,1,David N. Cicilline,D,Woonsocket 3910,953,353
U.S. House,1,David N. Cicilline,D,Woonsocket 3911,836,287
U.S. House,1,David N. Cicilline,D,Woonsocket 3912,671,251
U.S. House,1,David N. Cicilline,D,Woonsocket Limited,1,0
U.S. House,1,David N. Cicilline,D,Federal Precinct #1,470,470
U.S. House,1,David N. Cicilline,D,Federal Precinct #1S,217,217
U.S. House,1,Frederick Wysocki,I,Barrington 0101,281,67
U.S. House,1,Frederick Wysocki,I,Barrington 0102,328,83
U.S. House,1,Frederick Wysocki,I,Barrington 0103,256,87
U.S. House,1,Frederick Wysocki,I,Barrington 0104,307,66
U.S. House,1,Frederick Wysocki,I,Barrington 0105,362,98
U.S. House,1,Frederick Wysocki,I,Barrington Limited,0,0
U.S. House,1,Frederick Wysocki,I,Bristol 0201,236,49
U.S. House,1,Frederick Wysocki,I,Bristol 0202,106,23
U.S. House,1,Frederick Wysocki,I,Bristol 0203,414,90
U.S. House,1,Frederick Wysocki,I,Bristol 0204,269,48
U.S. House,1,Frederick Wysocki,I,Bristol 0205,391,59
U.S. House,1,Frederick Wysocki,I,Bristol 0206,226,46
U.S. House,1,Frederick Wysocki,I,Bristol 0207,135,43
U.S. House,1,Frederick Wysocki,I,Bristol 0208,203,39
U.S. House,1,Frederick Wysocki,I,Bristol 0209,42,12
U.S. House,1,Frederick Wysocki,I,Bristol Limited,0,0
U.S. House,1,Frederick Wysocki,I,Central Falls 0401,51,6
U.S. House,1,Frederick Wysocki,I,Central Falls 0402,25,2
U.S. House,1,Frederick Wysocki,I,Central Falls 0403,55,11
U.S. House,1,Frederick Wysocki,I,Central Falls 0404,35,11
U.S. House,1,Frederick Wysocki,I,Central Falls 0405,30,7
U.S. House,1,Frederick Wysocki,I,Central Falls 0406,57,5
U.S. House,1,Frederick Wysocki,I,Central Falls 0407,14,3
U.S. House,1,Frederick Wysocki,I,Central Falls 0408,44,5
U.S. House,1,Frederick Wysocki,I,Central Falls Limited,0,0
U.S. House,1,Frederick Wysocki,I,Cumberland 0801,219,55
U.S. House,1,Frederick Wysocki,I,Cumberland 0802,276,52
U.S. House,1,Frederick Wysocki,I,Cumberland 0803,349,40
U.S. House,1,Frederick Wysocki,I,Cumberland 0804,103,14
U.S. House,1,Frederick Wysocki,I,Cumberland 0805,372,68
U.S. House,1,Frederick Wysocki,I,Cumberland 0806,329,83
U.S. House,1,Frederick Wysocki,I,Cumberland 0807,507,100
U.S. House,1,Frederick Wysocki,I,Cumberland 0808,463,111
U.S. House,1,Frederick Wysocki,I,Cumberland 0809,164,27
U.S. House,1,Frederick Wysocki,I,Cumberland 0810,181,23
U.S. House,1,Frederick Wysocki,I,Cumberland 0811,294,45
U.S. House,1,Frederick Wysocki,I,Cumberland 0812,238,51
U.S. House,1,Frederick Wysocki,I,Cumberland 0813,157,27
U.S. House,1,Frederick Wysocki,I,Cumberland Limited,1,0
U.S. House,1,Frederick Wysocki,I,East Providence 1001,342,56
U.S. House,1,Frederick Wysocki,I,East Providence 1002,161,24
U.S. House,1,Frederick Wysocki,I,East Providence 1003,93,10
U.S. House,1,Frederick Wysocki,I,East Providence 1004,260,58
U.S. House,1,Frederick Wysocki,I,East Providence 1005,190,45
U.S. House,1,Frederick Wysocki,I,East Providence 1006,18,1
U.S. House,1,Frederick Wysocki,I,East Providence 1007,30,7
U.S. House,1,Frederick Wysocki,I,East Providence 1008,242,45
U.S. House,1,Frederick Wysocki,I,East Providence 1009,277,57
U.S. House,1,Frederick Wysocki,I,East Providence 1010,274,55
U.S. House,1,Frederick Wysocki,I,East Providence 1011,282,64
U.S. House,1,Frederick Wysocki,I,East Providence 1012,150,21
U.S. House,1,Frederick Wysocki,I,East Providence 1013,234,46
U.S. House,1,Frederick Wysocki,I,East Providence 1014,289,66
U.S. House,1,Frederick Wysocki,I,East Providence 1015,105,25
U.S. House,1,Frederick Wysocki,I,East Providence 1016,184,26
U.S. House,1,Frederick Wysocki,I,East Providence 1017,340,70
U.S. House,1,Frederick Wysocki,I,East Providence 1018,116,19
U.S. House,1,Frederick Wysocki,I,East Providence Limited,0,0
U.S. House,1,Frederick Wysocki,I,Jamestown 1501,352,68
U.S. House,1,Frederick Wysocki,I,Jamestown 1502,319,94
U.S. House,1,Frederick Wysocki,I,Jamestown Limited,0,0
U.S. House,1,Frederick Wysocki,I,Lincoln 1701,513,78
U.S. House,1,Frederick Wysocki,I,Lincoln 1702,170,32
U.S. House,1,Frederick Wysocki,I,Lincoln 1703,257,31
U.S. House,1,Frederick Wysocki,I,Lincoln 1704,339,40
U.S. House,1,Frederick Wysocki,I,Lincoln 1705,275,38
U.S. House,1,Frederick Wysocki,I,Lincoln 1706,90,14
U.S. House,1,Frederick Wysocki,I,Lincoln 1707,88,7
U.S. House,1,Frederick Wysocki,I,Lincoln 1708,327,65
U.S. House,1,Frederick Wysocki,I,Lincoln 1709,127,20
U.S. House,1,Frederick Wysocki,I,Lincoln 1710,118,16
U.S. House,1,Frederick Wysocki,I,Lincoln 1711,114,9
U.S. House,1,Frederick Wysocki,I,Lincoln Limited,1,0
U.S. House,1,Frederick Wysocki,I,Little Compton 1801,444,77
U.S. House,1,Frederick Wysocki,I,Little Compton Limited,0,0
U.S. House,1,Frederick Wysocki,I,Middletown 1901,242,48
U.S. House,1,Frederick Wysocki,I,Middletown 1902,271,70
U.S. House,1,Frederick Wysocki,I,Middletown 1903,228,56
U.S. House,1,Frederick Wysocki,I,Middletown 1904,306,76
U.S. House,1,Frederick Wysocki,I,Middletown 1905,276,83
U.S. House,1,Frederick Wysocki,I,Middletown Limited,0,0
U.S. House,1,Frederick Wysocki,I,Newport 2101,133,21
U.S. House,1,Frederick Wysocki,I,Newport 2102,209,35
U.S. House,1,Frederick Wysocki,I,Newport 2103,51,10
U.S. House,1,Frederick Wysocki,I,Newport 2104,52,15
U.S. House,1,Frederick Wysocki,I,Newport 2105,181,54
U.S. House,1,Frederick Wysocki,I,Newport 2106,219,57
U.S. House,1,Frederick Wysocki,I,Newport 2107,232,46
U.S. House,1,Frederick Wysocki,I,Newport 2108,84,21
U.S. House,1,Frederick Wysocki,I,Newport 2109,23,5
U.S. House,1,Frederick Wysocki,I,Newport Limited,0,0
U.S. House,1,Frederick Wysocki,I,North Providence 2401,151,23
U.S. House,1,Frederick Wysocki,I,North Providence 2402,209,27
U.S. House,1,Frederick Wysocki,I,North Providence 2403,164,31
U.S. House,1,Frederick Wysocki,I,North Providence 2404,124,28
U.S. House,1,Frederick Wysocki,I,North Providence 2405,159,21
U.S. House,1,Frederick Wysocki,I,North Providence 2406,216,36
U.S. House,1,Frederick Wysocki,I,North Providence 2407,246,27
U.S. House,1,Frederick Wysocki,I,North Providence 2408,157,23
U.S. House,1,Frederick Wysocki,I,North Providence 2409,87,18
U.S. House,1,Frederick Wysocki,I,North Providence 2410,162,27
U.S. House,1,Frederick Wysocki,I,North Providence 2411,246,42
U.S. House,1,Frederick Wysocki,I,North Providence 2412,212,32
U.S. House,1,Frederick Wysocki,I,North Providence 2413,130,25
U.S. House,1,Frederick Wysocki,I,North Providence 2414,133,17
U.S. House,1,Frederick Wysocki,I,North Providence 2415,116,20
U.S. House,1,Frederick Wysocki,I,North Providence 2416,297,48
U.S. House,1,Frederick Wysocki,I,North Providence Limited,0,0
U.S. House,1,Frederick Wysocki,I,North Smithfield 2501,377,61
U.S. House,1,Frederick Wysocki,I,North Smithfield 2502,374,71
U.S. House,1,Frederick Wysocki,I,North Smithfield 2503,317,47
U.S. House,1,Frederick Wysocki,I,North Smithfield 2504,264,57
U.S. House,1,Frederick Wysocki,I,North Smithfield 2505,141,22
U.S. House,1,Frederick Wysocki,I,North Smithfield Limited,1,0
U.S. House,1,Frederick Wysocki,I,Pawtucket 2601,33,4
U.S. House,1,Frederick Wysocki,I,Pawtucket 2602,39,4
U.S. House,1,Frederick Wysocki,I,Pawtucket 2603,175,23
U.S. House,1,Frederick Wysocki,I,Pawtucket 2604,112,14
U.S. House,1,Frederick Wysocki,I,Pawtucket 2605,26,6
U.S. House,1,Frederick Wysocki,I,Pawtucket 2606,32,5
U.S. House,1,Frederick Wysocki,I,Pawtucket 2607,130,22
U.S. House,1,Frederick Wysocki,I,Pawtucket 2608,110,30
U.S. House,1,Frederick Wysocki,I,Pawtucket 2609,21,2
U.S. House,1,Frederick Wysocki,I,Pawtucket 2610,0,0
U.S. House,1,Frederick Wysocki,I,Pawtucket 2611,42,11
U.S. House,1,Frederick Wysocki,I,Pawtucket 2612,137,25
U.S. House,1,Frederick Wysocki,I,Pawtucket 2613,134,21
U.S. House,1,Frederick Wysocki,I,Pawtucket 2614,100,20
U.S. House,1,Frederick Wysocki,I,Pawtucket 2615,29,4
U.S. House,1,Frederick Wysocki,I,Pawtucket 2616,29,3
U.S. House,1,Frederick Wysocki,I,Pawtucket 2617,28,5
U.S. House,1,Frederick Wysocki,I,Pawtucket 2618,268,63
U.S. House,1,Frederick Wysocki,I,Pawtucket 2619,144,29
U.S. House,1,Frederick Wysocki,I,Pawtucket 2620,250,50
U.S. House,1,Frederick Wysocki,I,Pawtucket 2621,91,10
U.S. House,1,Frederick Wysocki,I,Pawtucket 2622,50,5
U.S. House,1,Frederick Wysocki,I,Pawtucket 2623,66,11
U.S. House,1,Frederick Wysocki,I,Pawtucket 2624,84,16
U.S. House,1,Frederick Wysocki,I,Pawtucket 2625,43,4
U.S. House,1,Frederick Wysocki,I,Pawtucket 2626,14,2
U.S. House,1,Frederick Wysocki,I,Pawtucket 2627,97,14
U.S. House,1,Frederick Wysocki,I,Pawtucket 2628,229,52
U.S. House,1,Frederick Wysocki,I,Pawtucket 2629,241,47
U.S. House,1,Frederick Wysocki,I,Pawtucket 2630,17,4
U.S. House,1,Frederick Wysocki,I,Pawtucket 2631,39,9
U.S. House,1,Frederick Wysocki,I,Pawtucket Limited,1,0
U.S. House,1,Frederick Wysocki,I,Portsmouth 2701,20,3
U.S. House,1,Frederick Wysocki,I,Portsmouth 2702,59,12
U.S. House,1,Frederick Wysocki,I,Portsmouth 2703,276,46
U.S. House,1,Frederick Wysocki,I,Portsmouth 2704,387,87
U.S. House,1,Frederick Wysocki,I,Portsmouth 2705,153,32
U.S. House,1,Frederick Wysocki,I,Portsmouth 2706,166,31
U.S. House,1,Frederick Wysocki,I,Portsmouth 2707,452,112
U.S. House,1,Frederick Wysocki,I,Portsmouth 2708,436,108
U.S. House,1,Frederick Wysocki,I,Portsmouth Limited,0,0
U.S. House,1,Frederick Wysocki,I,Providence 2801,11,4
U.S. House,1,Frederick Wysocki,I,Providence 2802,15,5
U.S. House,1,Frederick Wysocki,I,Providence 2803,84,26
U.S. House,1,Frederick Wysocki,I,Providence 2804,12,3
U.S. House,1,Frederick Wysocki,I,Providence 2805,130,33
U.S. House,1,Frederick Wysocki,I,Providence 2806,6,3
U.S. House,1,Frederick Wysocki,I,Providence 2807,0,0
U.S. House,1,Frederick Wysocki,I,Providence 2808,75,19
U.S. House,1,Frederick Wysocki,I,Providence 2809,86,18
U.S. House,1,Frederick Wysocki,I,Providence 2810,6,1
U.S. House,1,Frederick Wysocki,I,Providence 2811,67,12
U.S. House,1,Frederick Wysocki,I,Providence 2812,96,21
U.S. House,1,Frederick Wysocki,I,Providence 2813,38,7
U.S. House,1,Frederick Wysocki,I,Providence 2814,31,7
U.S. House,1,Frederick Wysocki,I,Providence 2815,97,40
U.S. House,1,Frederick Wysocki,I,Providence 2816,125,43
U.S. House,1,Frederick Wysocki,I,Providence 2817,139,46
U.S. House,1,Frederick Wysocki,I,Providence 2818,68,15
U.S. House,1,Frederick Wysocki,I,Providence 2819,169,40
U.S. House,1,Frederick Wysocki,I,Providence 2820,25,6
U.S. House,1,Frederick Wysocki,I,Providence 2821,96,13
U.S. House,1,Frederick Wysocki,I,Providence 2822,14,1
U.S. House,1,Frederick Wysocki,I,Providence 2823,62,10
U.S. House,1,Frederick Wysocki,I,Providence 2824,102,13
U.S. House,1,Frederick Wysocki,I,Providence 2825,12,2
U.S. House,1,Frederick Wysocki,I,Providence 2826,54,7
U.S. House,1,Frederick Wysocki,I,Providence 2827,47,10
U.S. House,1,Frederick Wysocki,I,Providence 2828,42,5
U.S. House,1,Frederick Wysocki,I,Providence 2829,56,8
U.S. House,1,Frederick Wysocki,I,Providence 2830,7,0
U.S. House,1,Frederick Wysocki,I,Providence 2831,22,6
U.S. House,1,Frederick Wysocki,I,Providence 2832,62,12
U.S. House,1,Frederick Wysocki,I,Providence 2833,31,6
U.S. House,1,Frederick Wysocki,I,Providence 2834,18,4
U.S. House,1,Frederick Wysocki,I,Providence 2879,31,8
U.S. House,1,Frederick Wysocki,I,Providence 2880,39,7
U.S. House,1,Frederick Wysocki,I,Providence Limited 1,0,0
U.S. House,1,Frederick Wysocki,I,Smithfield 3101,462,79
U.S. House,1,Frederick Wysocki,I,Smithfield 3102,363,72
U.S. House,1,Frederick Wysocki,I,Smithfield 3103,402,70
U.S. House,1,Frederick Wysocki,I,Smithfield 3104,480,89
U.S. House,1,Frederick Wysocki,I,Smithfield 3105,411,82
U.S. House,1,Frederick Wysocki,I,Smithfield 3106,392,65
U.S. House,1,Frederick Wysocki,I,Smithfield Limited,0,0
U.S. House,1,Frederick Wysocki,I,Tiverton 3301,317,60
U.S. House,1,Frederick Wysocki,I,Tiverton 3302,326,63
U.S. House,1,Frederick Wysocki,I,Tiverton 3303,179,51
U.S. House,1,Frederick Wysocki,I,Tiverton 3304,243,34
U.S. House,1,Frederick Wysocki,I,Tiverton 3305,66,13
U.S. House,1,Frederick Wysocki,I,Tiverton 3306,302,35
U.S. House,1,Frederick Wysocki,I,Tiverton 3307,223,44
U.S. House,1,Frederick Wysocki,I,Tiverton Limited,2,0
U.S. House,1,Frederick Wysocki,I,Warren 3401,235,37
U.S. House,1,Frederick Wysocki,I,Warren 3402,402,65
U.S. House,1,Frederick Wysocki,I,Warren 3403,394,87
U.S. House,1,Frederick Wysocki,I,Warren Limited,0,0
U.S. House,1,Frederick Wysocki,I,Woonsocket 3901,27,5
U.S. House,1,Frederick Wysocki,I,Woonsocket 3902,77,12
U.S. House,1,Frederick Wysocki,I,Woonsocket 3903,67,10
U.S. House,1,Frederick Wysocki,I,Woonsocket 3904,129,19
U.S. House,1,Frederick Wysocki,I,Woonsocket 3905,168,21
U.S. House,1,Frederick Wysocki,I,Woonsocket 3906,158,17
U.S. House,1,Frederick Wysocki,I,Woonsocket 3907,229,24
U.S. House,1,Frederick Wysocki,I,Woonsocket 3908,271,35
U.S. House,1,Frederick Wysocki,I,Woonsocket 3909,280,53
U.S. House,1,Frederick Wysocki,I,Woonsocket 3910,274,30
U.S. House,1,Frederick Wysocki,I,Woonsocket 3911,193,31
U.S. House,1,Frederick Wysocki,I,Woonsocket 3912,190,36
U.S. House,1,Frederick Wysocki,I,Woonsocket Limited,1,0
U.S. House,1,Frederick Wysocki,I,Federal Precinct #1,21,21
U.S. House,1,Frederick Wysocki,I,Federal Precinct #1S,7,7
U.S. House,1,Jeffrey Edward Lemire,I,Barrington 0101,202,43
U.S. House,1,Jeffrey Edward Lemire,I,Barrington 0102,261,76
U.S. House,1,Jeffrey Edward Lemire,I,Barrington 0103,179,40
U.S. House,1,Jeffrey Edward Lemire,I,Barrington 0104,236,57
U.S. House,1,Jeffrey Edward Lemire,I,Barrington 0105,198,57
U.S. House,1,Jeffrey Edward Lemire,I,Barrington Limited,0,0
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0201,209,36
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0202,69,15
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0203,313,61
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0204,215,42
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0205,275,32
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0206,213,44
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0207,116,16
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0208,172,28
U.S. House,1,Jeffrey Edward Lemire,I,Bristol 0209,39,5
U.S. House,1,Jeffrey Edward Lemire,I,Bristol Limited,0,0
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls 0401,54,10
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls 0402,26,1
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls 0403,52,15
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls 0404,41,10
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls 0405,12,1
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls 0406,35,2
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls 0407,16,0
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls 0408,45,2
U.S. House,1,Jeffrey Edward Lemire,I,Central Falls Limited,0,0
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0801,195,38
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0802,244,46
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0803,289,46
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0804,88,12
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0805,327,59
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0806,240,50
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0807,389,71
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0808,336,72
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0809,142,20
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0810,188,27
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0811,251,54
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0812,225,36
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland 0813,137,21
U.S. House,1,Jeffrey Edward Lemire,I,Cumberland Limited,0,0
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1001,209,37
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1002,140,23
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1003,90,10
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1004,166,32
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1005,159,38
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1006,14,0
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1007,23,6
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1008,173,37
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1009,183,32
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1010,184,29
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1011,209,52
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1012,114,13
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1013,176,36
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1014,202,26
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1015,71,15
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1016,134,22
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1017,228,44
U.S. House,1,Jeffrey Edward Lemire,I,East Providence 1018,80,14
U.S. House,1,Jeffrey Edward Lemire,I,East Providence Limited,0,0
U.S. House,1,Jeffrey Edward Lemire,I,Jamestown 1501,207,44
U.S. House,1,Jeffrey Edward Lemire,I,Jamestown 1502,167,28
U.S. House,1,Jeffrey Edward Lemire,I,Jamestown Limited,0,0
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1701,452,86
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1702,140,20
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1703,245,39
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1704,357,45
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1705,229,27
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1706,78,16
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1707,71,4
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1708,285,47
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1709,122,22
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1710,92,14
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln 1711,97,10
U.S. House,1,Jeffrey Edward Lemire,I,Lincoln Limited,0,0
U.S. House,1,Jeffrey Edward Lemire,I,Little Compton 1801,303,41
U.S. House,1,Jeffrey Edward Lemire,I,Little Compton Limited,0,0
