office,district,candidate,party,precinct,votes,absentee_votes
President,,Gloria La Riva,,Providence Limited 2,0,0
President,,Gloria La Riva,,Providence Presidential,1,0
President,,Gloria La Riva,,Richmond 2901,3,1
President,,Gloria La Riva,,Richmond 2902,6,3
President,,Gloria La Riva,,Richmond Limited,0,0
President,,Gloria La Riva,,Richmond Presidential,0,0
President,,Gloria La Riva,,Scituate 3001,4,1
President,,Gloria La Riva,,Scituate 3002,3,1
President,,Gloria La Riva,,Scituate 3003,1,0
President,,Gloria La Riva,,Scituate Limited,0,0
President,,Gloria La Riva,,Scituate Presidential,0,0
President,,Gloria La Riva,,Smithfield 3101,3,1
President,,Gloria La Riva,,Smithfield 3102,1,0
President,,Gloria La Riva,,Smithfield 3103,0,0
President,,Gloria La Riva,,Smithfield 3104,4,3
President,,Gloria La Riva,,Smithfield 3105,1,0
President,,Gloria La Riva,,Smithfield 3106,4,1
President,,Gloria La Riva,,Smithfield Limited,0,0
President,,Gloria La Riva,,Smithfield Presidential,0,0
President,,Gloria La Riva,,South Kingstown 3201,1,1
President,,Gloria La Riva,,South Kingstown 3202,5,0
President,,Gloria La Riva,,South Kingstown 3203,3,1
President,,Gloria La Riva,,South Kingstown 3204,3,1
President,,Gloria La Riva,,South Kingstown 3205,7,2
President,,Gloria La Riva,,South Kingstown 3206,2,1
President,,Gloria La Riva,,South Kingstown 3207,3,2
President,,Gloria La Riva,,South Kingstown 3208,3,2
President,,Gloria La Riva,,South Kingstown 3209,0,0
President,,Gloria La Riva,,South Kingstown 3210,3,2
President,,Gloria La Riva,,South Kingstown Limited,0,0
President,,Gloria La Riva,,South Kingstown Presidential,0,0
President,,Gloria La Riva,,Tiverton 3301,1,0
President,,Gloria La Riva,,Tiverton 3302,2,0
President,,Gloria La Riva,,Tiverton 3303,0,0
President,,Gloria La Riva,,Tiverton 3304,2,1
President,,Gloria La Riva,,Tiverton 3305,1,0
President,,Gloria La Riva,,Tiverton 3306,3,2
President,,Gloria La Riva,,Tiverton 3307,1,0
President,,Gloria La Riva,,Tiverton Limited,0,0
President,,Gloria La Riva,,Tiverton Presidential,0,0
President,,Gloria La Riva,,Warren 3401,3,1
President,,Gloria La Riva,,Warren 3402,3,1
President,,Gloria La Riva,,Warren 3403,1,1
President,,Gloria La Riva,,Warren Limited,0,0
President,,Gloria La Riva,,Warren Presidential,0,0
President,,Gloria La Riva,,Warwick 3501,2,0
President,,Gloria La Riva,,Warwick 3502,5,0
President,,Gloria La Riva,,Warwick 3503,2,1
President,,Gloria La Riva,,Warwick 3504,1,0
President,,Gloria La Riva,,Warwick 3505,1,0
President,,Gloria La Riva,,Warwick 3506,1,0
President,,Gloria La Riva,,Warwick 3507,1,1
President,,Gloria La Riva,,Warwick 3508,5,0
President,,Gloria La Riva,,Warwick 3509,0,0
President,,Gloria La Riva,,Warwick 3510,1,0
President,,Gloria La Riva,,Warwick 3511,2,2
President,,Gloria La Riva,,Warwick 3512,0,0
President,,Gloria La Riva,,Warwick 3513,2,2
President,,Gloria La Riva,,Warwick 3514,0,0
President,,Gloria La Riva,,Warwick 3515,2,0
President,,Gloria La Riva,,Warwick 3516,0,0
President,,Gloria La Riva,,Warwick 3517,0,0
President,,Gloria La Riva,,Warwick 3518,6,3
President,,Gloria La Riva,,Warwick 3519,2,0
President,,Gloria La Riva,,Warwick 3520,2,0
President,,Gloria La Riva,,Warwick 3521,3,0
President,,Gloria La Riva,,Warwick 3522,2,0
President,,Gloria La Riva,,Warwick 3523,2,1
President,,Gloria La Riva,,Warwick 3524,2,1
President,,Gloria La Riva,,Warwick 3525,0,0
President,,Gloria La Riva,,Warwick 3526,1,1
President,,Gloria La Riva,,Warwick 3527,3,0
President,,Gloria La Riva,,Warwick 3528,0,0
President,,Gloria La Riva,,Warwick 3529,1,0
President,,Gloria La Riva,,Warwick 3530,0,0
President,,Gloria La Riva,,Warwick 3531,2,2
President,,Gloria La Riva,,Warwick 3532,2,1
President,,Gloria La Riva,,Warwick 3533,0,0
President,,Gloria La Riva,,Warwick Limited,0,0
President,,Gloria La Riva,,Warwick Presidential,0,0
President,,Gloria La Riva,,Westerly 3601,4,2
President,,Gloria La Riva,,Westerly 3602,1,1
President,,Gloria La Riva,,Westerly 3603,3,0
President,,Gloria La Riva,,Westerly 3604,0,0
President,,Gloria La Riva,,Westerly 3605,0,0
President,,Gloria La Riva,,Westerly 3606,3,3
President,,Gloria La Riva,,Westerly 3607,1,0
President,,Gloria La Riva,,Westerly Limited,0,0
President,,Gloria La Riva,,Westerly Presidential,1,0
President,,Gloria La Riva,,West Greenwich 3701,0,0
President,,Gloria La Riva,,West Greenwich 3702,1,1
President,,Gloria La Riva,,West Greenwich 3703,0,0
President,,Gloria La Riva,,West Greenwich 3704,1,0
President,,Gloria La Riva,,West Greenwich Limited,0,0
President,,Gloria La Riva,,West Greenwich Presidential,0,0
President,,Gloria La Riva,,West Warwick 3801,1,0
President,,Gloria La Riva,,West Warwick 3802,2,1
President,,Gloria La Riva,,West Warwick 3803,1,1
President,,Gloria La Riva,,West Warwick 3804,2,2
President,,Gloria La Riva,,West Warwick 3805,1,0
President,,Gloria La Riva,,West Warwick 3806,3,2
President,,Gloria La Riva,,West Warwick 3807,2,0
President,,Gloria La Riva,,West Warwick 3808,1,0
President,,Gloria La Riva,,West Warwick 3809,0,0
President,,Gloria La Riva,,West Warwick 3810,2,1
President,,Gloria La Riva,,West Warwick Limited,0,0
President,,Gloria La Riva,,West Warwick Presidential,0,0
President,,Gloria La Riva,,Woonsocket 3901,1,1
President,,Gloria La Riva,,Woonsocket 3902,3,0
President,,Gloria La Riva,,Woonsocket 3903,1,0
President,,Gloria La Riva,,Woonsocket 3904,2,1
President,,Gloria La Riva,,Woonsocket 3905,3,1
President,,Gloria La Riva,,Woonsocket 3906,10,4
President,,Gloria La Riva,,Woonsocket 3907,4,1
President,,Gloria La Riva,,Woonsocket 3908,2,2
President,,Gloria La Riva,,Woonsocket 3909,2,1
President,,Gloria La Riva,,Woonsocket 3910,1,1
President,,Gloria La Riva,,Woonsocket 3911,2,1
President,,Gloria La Riva,,Woonsocket 3912,1,0
President,,Gloria La Riva,,Woonsocket Limited,0,0
President,,Gloria La Riva,,Woonsocket Presidential,1,0
President,,Gloria La Riva,,Federal Precinct #1,1,1
President,,Gloria La Riva,,Federal Precinct #2,3,3
President,,Gloria La Riva,,Federal Precinct #1S,0,0
President,,Gloria La Riva,,Federal Precinct #2S,0,0
President,,Jo Jorgensen,L,Barrington 0101,17,7
President,,Jo Jorgensen,L,Barrington 0102,25,9
President,,Jo Jorgensen,L,Barrington 0103,22,5
President,,Jo Jorgensen,L,Barrington 0104,20,6
President,,Jo Jorgensen,L,Barrington 0105,29,8
President,,Jo Jorgensen,L,Barrington Limited,0,0
President,,Jo Jorgensen,L,Barrington Presidential,0,0
President,,Jo Jorgensen,L,Bristol 0201,7,2
President,,Jo Jorgensen,L,Bristol 0202,12,2
President,,Jo Jorgensen,L,Bristol 0203,27,7
President,,Jo Jorgensen,L,Bristol 0204,19,4
President,,Jo Jorgensen,L,Bristol 0205,18,4
President,,Jo Jorgensen,L,Bristol 0206,17,5
President,,Jo Jorgensen,L,Bristol 0207,10,0
President,,Jo Jorgensen,L,Bristol 0208,21,4
President,,Jo Jorgensen,L,Bristol 0209,7,4
President,,Jo Jorgensen,L,Bristol Limited,0,0
President,,Jo Jorgensen,L,Bristol Presidential,1,0
President,,Jo Jorgensen,L,Burrillville 0301,21,3
President,,Jo Jorgensen,L,Burrillville 0302,18,1
President,,Jo Jorgensen,L,Burrillville 0303,25,2
President,,Jo Jorgensen,L,Burrillville 0304,19,3
President,,Jo Jorgensen,L,Burrillville 0305,26,5
President,,Jo Jorgensen,L,Burrillville 0306,15,1
President,,Jo Jorgensen,L,Burrillville Limited,0,0
President,,Jo Jorgensen,L,Burrillville Presidential,2,0
President,,Jo Jorgensen,L,Central Falls 0401,10,4
President,,Jo Jorgensen,L,Central Falls 0402,0,0
President,,Jo Jorgensen,L,Central Falls 0403,6,2
President,,Jo Jorgensen,L,Central Falls 0404,4,0
President,,Jo Jorgensen,L,Central Falls 0405,0,0
President,,Jo Jorgensen,L,Central Falls 0406,1,0
President,,Jo Jorgensen,L,Central Falls 0407,0,0
President,,Jo Jorgensen,L,Central Falls 0408,4,2
President,,Jo Jorgensen,L,Central Falls Limited,0,0
President,,Jo Jorgensen,L,Central Falls Presidential,0,0
President,,Jo Jorgensen,L,Charlestown 0501,22,5
President,,Jo Jorgensen,L,Charlestown 0502,16,4
President,,Jo Jorgensen,L,Charlestown 0503,14,3
President,,Jo Jorgensen,L,Charlestown 0504,11,0
President,,Jo Jorgensen,L,Charlestown Limited,0,0
President,,Jo Jorgensen,L,Charlestown Presidential,1,0
President,,Jo Jorgensen,L,Coventry 0601,17,1
President,,Jo Jorgensen,L,Coventry 0602,7,2
President,,Jo Jorgensen,L,Coventry 0603,16,6
President,,Jo Jorgensen,L,Coventry 0604,10,2
President,,Jo Jorgensen,L,Coventry 0605,19,0
President,,Jo Jorgensen,L,Coventry 0606,9,1
President,,Jo Jorgensen,L,Coventry 0607,21,3
President,,Jo Jorgensen,L,Coventry 0608,23,2
President,,Jo Jorgensen,L,Coventry 0609,14,1
President,,Jo Jorgensen,L,Coventry 0610,5,2
President,,Jo Jorgensen,L,Coventry 0611,6,1
President,,Jo Jorgensen,L,Coventry 0612,16,2
President,,Jo Jorgensen,L,Coventry 0613,10,2
President,,Jo Jorgensen,L,Coventry 0614,2,0
President,,Jo Jorgensen,L,Coventry 0615,11,4
President,,Jo Jorgensen,L,Coventry 0616,20,5
President,,Jo Jorgensen,L,Coventry 0617,16,4
President,,Jo Jorgensen,L,Coventry 0618,5,0
President,,Jo Jorgensen,L,Coventry Limited,0,0
President,,Jo Jorgensen,L,Coventry Presidential,5,0
President,,Jo Jorgensen,L,Cranston 0701,11,2
President,,Jo Jorgensen,L,Cranston 0702,7,2
President,,Jo Jorgensen,L,Cranston 0703,11,4
President,,Jo Jorgensen,L,Cranston 0704,3,0
President,,Jo Jorgensen,L,Cranston 0705,1,0
President,,Jo Jorgensen,L,Cranston 0706,16,6
President,,Jo Jorgensen,L,Cranston 0707,12,2
President,,Jo Jorgensen,L,Cranston 0708,9,2
President,,Jo Jorgensen,L,Cranston 0709,22,6
President,,Jo Jorgensen,L,Cranston 0710,15,2
President,,Jo Jorgensen,L,Cranston 0711,15,4
President,,Jo Jorgensen,L,Cranston 0712,14,6
President,,Jo Jorgensen,L,Cranston 0713,9,2
President,,Jo Jorgensen,L,Cranston 0714,1,0
President,,Jo Jorgensen,L,Cranston 0715,8,1
President,,Jo Jorgensen,L,Cranston 0716,10,2
President,,Jo Jorgensen,L,Cranston 0717,3,1
President,,Jo Jorgensen,L,Cranston 0718,1,0
President,,Jo Jorgensen,L,Cranston 0719,11,4
President,,Jo Jorgensen,L,Cranston 0720,1,0
President,,Jo Jorgensen,L,Cranston 0721,21,4
President,,Jo Jorgensen,L,Cranston 0722,13,0
President,,Jo Jorgensen,L,Cranston 0723,14,3
President,,Jo Jorgensen,L,Cranston 0724,8,3
President,,Jo Jorgensen,L,Cranston 0725,20,6
President,,Jo Jorgensen,L,Cranston 0726,11,2
President,,Jo Jorgensen,L,Cranston 0727,5,2
President,,Jo Jorgensen,L,Cranston 0728,0,0
President,,Jo Jorgensen,L,Cranston 0730,24,4
President,,Jo Jorgensen,L,Cranston 0731,14,2
President,,Jo Jorgensen,L,Cranston Limited,0,0
President,,Jo Jorgensen,L,Cranston Presidential,1,0
President,,Jo Jorgensen,L,Cumberland 0801,15,3
President,,Jo Jorgensen,L,Cumberland 0802,5,0
President,,Jo Jorgensen,L,Cumberland 0803,14,2
President,,Jo Jorgensen,L,Cumberland 0804,3,2
President,,Jo Jorgensen,L,Cumberland 0805,23,4
President,,Jo Jorgensen,L,Cumberland 0806,21,7
President,,Jo Jorgensen,L,Cumberland 0807,38,11
President,,Jo Jorgensen,L,Cumberland 0808,31,13
President,,Jo Jorgensen,L,Cumberland 0809,7,1
President,,Jo Jorgensen,L,Cumberland 0810,10,5
President,,Jo Jorgensen,L,Cumberland 0811,15,6
President,,Jo Jorgensen,L,Cumberland 0812,13,2
President,,Jo Jorgensen,L,Cumberland 0813,9,1
President,,Jo Jorgensen,L,Cumberland Limited,0,0
President,,Jo Jorgensen,L,Cumberland Presidential,2,0
President,,Jo Jorgensen,L,East Greenwich 0901,6,2
President,,Jo Jorgensen,L,East Greenwich 0902,16,2
President,,Jo Jorgensen,L,East Greenwich 0903,24,1
President,,Jo Jorgensen,L,East Greenwich 0904,29,9
President,,Jo Jorgensen,L,East Greenwich 0905,25,6
President,,Jo Jorgensen,L,East Greenwich Limited,0,0
President,,Jo Jorgensen,L,East Greenwich Presidential,4,3
President,,Jo Jorgensen,L,East Providence 1001,16,5
President,,Jo Jorgensen,L,East Providence 1002,7,2
President,,Jo Jorgensen,L,East Providence 1003,3,1
President,,Jo Jorgensen,L,East Providence 1004,13,5
President,,Jo Jorgensen,L,East Providence 1005,18,6
President,,Jo Jorgensen,L,East Providence 1006,0,0
President,,Jo Jorgensen,L,East Providence 1007,0,0
President,,Jo Jorgensen,L,East Providence 1008,15,1
President,,Jo Jorgensen,L,East Providence 1009,17,5
President,,Jo Jorgensen,L,East Providence 1010,10,1
President,,Jo Jorgensen,L,East Providence 1011,13,3
President,,Jo Jorgensen,L,East Providence 1012,14,2
President,,Jo Jorgensen,L,East Providence 1013,22,6
President,,Jo Jorgensen,L,East Providence 1014,20,8
President,,Jo Jorgensen,L,East Providence 1015,5,1
President,,Jo Jorgensen,L,East Providence 1016,10,5
President,,Jo Jorgensen,L,East Providence 1017,15,1
President,,Jo Jorgensen,L,East Providence 1018,4,1
President,,Jo Jorgensen,L,East Providence Limited,0,0
President,,Jo Jorgensen,L,East Providence Presidential,2,0
President,,Jo Jorgensen,L,Exeter 1101,16,3
President,,Jo Jorgensen,L,Exeter 1102,24,7
President,,Jo Jorgensen,L,Exeter 1103,15,3
President,,Jo Jorgensen,L,Exeter Limited,0,0
President,,Jo Jorgensen,L,Exeter Presidential,0,0
President,,Jo Jorgensen,L,Foster 1201,20,2
President,,Jo Jorgensen,L,Foster 1202,14,3
President,,Jo Jorgensen,L,Foster Limited,0,0
President,,Jo Jorgensen,L,Foster Presidential,0,0
President,,Jo Jorgensen,L,Glocester 1301,20,2
President,,Jo Jorgensen,L,Glocester 1302,24,3
President,,Jo Jorgensen,L,Glocester 1303,6,1
President,,Jo Jorgensen,L,Glocester 1304,10,3
President,,Jo Jorgensen,L,Glocester Limited,0,0
President,,Jo Jorgensen,L,Glocester Presidential,2,0
President,,Jo Jorgensen,L,Hopkinton 1401,33,6
President,,Jo Jorgensen,L,Hopkinton 1402,31,11
President,,Jo Jorgensen,L,Hopkinton 1403,10,3
President,,Jo Jorgensen,L,Hopkinton Limited,0,0
President,,Jo Jorgensen,L,Hopkinton Presidential,0,0
President,,Jo Jorgensen,L,Jamestown 1501,22,6
President,,Jo Jorgensen,L,Jamestown 1502,22,8
President,,Jo Jorgensen,L,Jamestown Limited,0,0
President,,Jo Jorgensen,L,Jamestown Presidential,0,0
President,,Jo Jorgensen,L,Johnston 1601,4,0
President,,Jo Jorgensen,L,Johnston 1602,6,1
President,,Jo Jorgensen,L,Johnston 1603,8,0
President,,Jo Jorgensen,L,Johnston 1604,4,0
President,,Jo Jorgensen,L,Johnston 1605,8,3
President,,Jo Jorgensen,L,Johnston 1606,2,0
President,,Jo Jorgensen,L,Johnston 1607,4,1
President,,Jo Jorgensen,L,Johnston 1608,10,4
President,,Jo Jorgensen,L,Johnston 1609,7,1
President,,Jo Jorgensen,L,Johnston 1610,11,1
President,,Jo Jorgensen,L,Johnston 1611,8,0
President,,Jo Jorgensen,L,Johnston 1612,5,2
President,,Jo Jorgensen,L,Johnston 1613,10,2
President,,Jo Jorgensen,L,Johnston Limited,0,0
President,,Jo Jorgensen,L,Johnston Presidential,1,0
President,,Jo Jorgensen,L,Lincoln 1701,19,7
President,,Jo Jorgensen,L,Lincoln 1702,16,2
President,,Jo Jorgensen,L,Lincoln 1703,20,5
President,,Jo Jorgensen,L,Lincoln 1704,21,1
President,,Jo Jorgensen,L,Lincoln 1705,16,3
President,,Jo Jorgensen,L,Lincoln 1706,5,0
President,,Jo Jorgensen,L,Lincoln 1707,1,0
President,,Jo Jorgensen,L,Lincoln 1708,14,5
President,,Jo Jorgensen,L,Lincoln 1709,12,5
President,,Jo Jorgensen,L,Lincoln 1710,5,3
President,,Jo Jorgensen,L,Lincoln 1711,0,0
President,,Jo Jorgensen,L,Lincoln Limited,0,0
President,,Jo Jorgensen,L,Lincoln Presidential,1,0
President,,Jo Jorgensen,L,Little Compton 1801,28,5
President,,Jo Jorgensen,L,Little Compton Limited,0,0
President,,Jo Jorgensen,L,Little Compton Presidential,0,0
President,,Jo Jorgensen,L,Middletown 1901,18,8
President,,Jo Jorgensen,L,Middletown 1902,17,9
President,,Jo Jorgensen,L,Middletown 1903,23,4
President,,Jo Jorgensen,L,Middletown 1904,34,7
President,,Jo Jorgensen,L,Middletown 1905,22,8
President,,Jo Jorgensen,L,Middletown Limited,0,0
President,,Jo Jorgensen,L,Middletown Presidential,1,1
President,,Jo Jorgensen,L,Narragansett 2001,1,0
President,,Jo Jorgensen,L,Narragansett 2002,17,3
President,,Jo Jorgensen,L,Narragansett 2003,15,6
President,,Jo Jorgensen,L,Narragansett 2004,16,5
President,,Jo Jorgensen,L,Narragansett 2005,7,2
President,,Jo Jorgensen,L,Narragansett Limited,0,0
President,,Jo Jorgensen,L,Narragansett Presidential,0,0
President,,Jo Jorgensen,L,Newport 2101,6,1
President,,Jo Jorgensen,L,Newport 2102,14,3
President,,Jo Jorgensen,L,Newport 2103,9,3
President,,Jo Jorgensen,L,Newport 2104,2,0
President,,Jo Jorgensen,L,Newport 2105,19,6
President,,Jo Jorgensen,L,Newport 2106,11,1
President,,Jo Jorgensen,L,Newport 2107,14,3
President,,Jo Jorgensen,L,Newport 2108,5,2
President,,Jo Jorgensen,L,Newport 2109,1,0
President,,Jo Jorgensen,L,Newport Limited,0,0
President,,Jo Jorgensen,L,Newport Presidential,4,1
President,,Jo Jorgensen,L,New Shoreham 2201,3,2
President,,Jo Jorgensen,L,New Shoreham Limited,0,0
President,,Jo Jorgensen,L,New Shoreham Presidential,1,0
President,,Jo Jorgensen,L,North Kingstown 2301,17,5
President,,Jo Jorgensen,L,North Kingstown 2302,23,9
President,,Jo Jorgensen,L,North Kingstown 2303,19,6
President,,Jo Jorgensen,L,North Kingstown 2304,27,7
President,,Jo Jorgensen,L,North Kingstown 2305,15,2
President,,Jo Jorgensen,L,North Kingstown 2306,18,5
President,,Jo Jorgensen,L,North Kingstown 2307,20,4
President,,Jo Jorgensen,L,North Kingstown 2308,32,10
President,,Jo Jorgensen,L,North Kingstown 2309,30,5
President,,Jo Jorgensen,L,North Kingstown Limited,0,0
President,,Jo Jorgensen,L,North Kingstown Presidential,2,0
President,,Jo Jorgensen,L,North Providence 2401,12,4
President,,Jo Jorgensen,L,North Providence 2402,9,4
President,,Jo Jorgensen,L,North Providence 2403,11,3
President,,Jo Jorgensen,L,North Providence 2404,8,0
President,,Jo Jorgensen,L,North Providence 2405,11,2
President,,Jo Jorgensen,L,North Providence 2406,8,3
President,,Jo Jorgensen,L,North Providence 2407,3,0
President,,Jo Jorgensen,L,North Providence 2408,7,2
President,,Jo Jorgensen,L,North Providence 2409,2,0
President,,Jo Jorgensen,L,North Providence 2410,2,0
President,,Jo Jorgensen,L,North Providence 2411,10,4
President,,Jo Jorgensen,L,North Providence 2412,16,1
President,,Jo Jorgensen,L,North Providence 2413,11,4
President,,Jo Jorgensen,L,North Providence 2414,7,2
